-- flex Errors -------------------------------- 
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73
Entering state 92
Next token is token BY_T ()
Shifting token BY_T ()
Entering state 102
Reading a token: Next token is token ID_T ()
Shifting token ID_T ()
Entering state 12
Reducing stack by rule 31 (line 331):
   $1 = token ID_T ()
-> $$ = nterm val ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102
Entering state 29
Reading a token: Next token is token MULTIPLY_T ()
Shifting token MULTIPLY_T ()
Entering state 52
Reducing stack by rule 43 (line 384):
   $1 = token MULTIPLY_T ()
-> $$ = nterm op ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 29
Entering state 54
Reading a token: Next token is token ID_T ()
Shifting token ID_T ()
Entering state 12
Reducing stack by rule 31 (line 331):
   $1 = token ID_T ()
-> $$ = nterm val ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 29 54
Entering state 29
Reading a token: Next token is token MULTIPLY_T ()
Shifting token MULTIPLY_T ()
Entering state 52
Reducing stack by rule 43 (line 384):
   $1 = token MULTIPLY_T ()
-> $$ = nterm op ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 29 54 29
Entering state 54
Reading a token: Next token is token ID_T ()
Shifting token ID_T ()
Entering state 12
Reducing stack by rule 31 (line 331):
   $1 = token ID_T ()
-> $$ = nterm val ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 29 54 29 54
Entering state 29
Reading a token: Next token is token MULTIPLY_T ()
Shifting token MULTIPLY_T ()
Entering state 52
Reducing stack by rule 43 (line 384):
   $1 = token MULTIPLY_T ()
-> $$ = nterm op ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 29 54 29 54 29
Entering state 54
Reading a token: Next token is token ID_T ()
Shifting token ID_T ()
Entering state 12
Reducing stack by rule 31 (line 331):
   $1 = token ID_T ()
-> $$ = nterm val ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 29 54 29 54 29 54
Entering state 29
Reading a token: Next token is token MULTIPLY_T ()
Shifting token MULTIPLY_T ()
Entering state 52
Reducing stack by rule 43 (line 384):
   $1 = token MULTIPLY_T ()
-> $$ = nterm op ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 29 54 29 54 29 54 29
Entering state 54
Reading a token: Next token is token ID_T ()
Shifting token ID_T ()
Entering state 12
Reducing stack by rule 31 (line 331):
   $1 = token ID_T ()
-> $$ = nterm val ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 29 54 29 54 29 54 29 54
Entering state 29
Reading a token: Next token is token TO_T ()
Reducing stack by rule 29 (line 321):
   $1 = nterm val ()
-> $$ = nterm expr ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 29 54 29 54 29 54 29 54
Entering state 80
Reducing stack by rule 30 (line 325):
   $1 = nterm val ()
   $2 = nterm op ()
   $3 = nterm expr ()
-> $$ = nterm expr ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 29 54 29 54 29 54
Entering state 80
Reducing stack by rule 30 (line 325):
   $1 = nterm val ()
   $2 = nterm op ()
   $3 = nterm expr ()
-> $$ = nterm expr ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 29 54 29 54
Entering state 80
Reducing stack by rule 30 (line 325):
   $1 = nterm val ()
   $2 = nterm op ()
   $3 = nterm expr ()
-> $$ = nterm expr ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 29 54
Entering state 80
Reducing stack by rule 30 (line 325):
   $1 = nterm val ()
   $2 = nterm op ()
   $3 = nterm expr ()
-> $$ = nterm expr ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102
Entering state 106
Next token is token TO_T ()
Shifting token TO_T ()
Entering state 108
Reading a token: Next token is token ID_T ()
Shifting token ID_T ()
Entering state 12
Reducing stack by rule 31 (line 331):
   $1 = token ID_T ()
-> $$ = nterm val ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108
Entering state 29
Reading a token: Next token is token MULTIPLY_T ()
Shifting token MULTIPLY_T ()
Entering state 52
Reducing stack by rule 43 (line 384):
   $1 = token MULTIPLY_T ()
-> $$ = nterm op ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29
Entering state 54
Reading a token: Next token is token ID_T ()
Shifting token ID_T ()
Entering state 12
Reducing stack by rule 31 (line 331):
   $1 = token ID_T ()
-> $$ = nterm val ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54
Entering state 29
Reading a token: Next token is token MULTIPLY_T ()
Shifting token MULTIPLY_T ()
Entering state 52
Reducing stack by rule 43 (line 384):
   $1 = token MULTIPLY_T ()
-> $$ = nterm op ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29
Entering state 54
Reading a token: Next token is token BRA_T ()
Shifting token BRA_T ()
Entering state 13
Reading a token: Next token is token ID_T ()
Shifting token ID_T ()
Entering state 12
Reducing stack by rule 31 (line 331):
   $1 = token ID_T ()
-> $$ = nterm val ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54 13
Entering state 29
Reading a token: Next token is token ADD_T ()
Shifting token ADD_T ()
Entering state 50
Reducing stack by rule 41 (line 376):
   $1 = token ADD_T ()
-> $$ = nterm op ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54 13 29
Entering state 54
Reading a token: Next token is token ID_T ()
Shifting token ID_T ()
Entering state 12
Reducing stack by rule 31 (line 331):
   $1 = token ID_T ()
-> $$ = nterm val ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54 13 29 54
Entering state 29
Reading a token: Next token is token ADD_T ()
Shifting token ADD_T ()
Entering state 50
Reducing stack by rule 41 (line 376):
   $1 = token ADD_T ()
-> $$ = nterm op ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54 13 29 54 29
Entering state 54
Reading a token: Next token is token ID_T ()
Shifting token ID_T ()
Entering state 12
Reducing stack by rule 31 (line 331):
   $1 = token ID_T ()
-> $$ = nterm val ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54 13 29 54 29 54
Entering state 29
Reading a token: Next token is token ADD_T ()
Shifting token ADD_T ()
Entering state 50
Reducing stack by rule 41 (line 376):
   $1 = token ADD_T ()
-> $$ = nterm op ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54 13 29 54 29 54 29
Entering state 54
Reading a token: Next token is token ID_T ()
Shifting token ID_T ()
Entering state 12
Reducing stack by rule 31 (line 331):
   $1 = token ID_T ()
-> $$ = nterm val ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54 13 29 54 29 54 29 54
Entering state 29
Reading a token: Next token is token ADD_T ()
Shifting token ADD_T ()
Entering state 50
Reducing stack by rule 41 (line 376):
   $1 = token ADD_T ()
-> $$ = nterm op ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54 13 29 54 29 54 29 54 29
Entering state 54
Reading a token: Next token is token ID_T ()
Shifting token ID_T ()
Entering state 12
Reducing stack by rule 31 (line 331):
   $1 = token ID_T ()
-> $$ = nterm val ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54 13 29 54 29 54 29 54 29 54
Entering state 29
Reading a token: Next token is token KET_T ()
Reducing stack by rule 29 (line 321):
   $1 = nterm val ()
-> $$ = nterm expr ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54 13 29 54 29 54 29 54 29 54
Entering state 80
Reducing stack by rule 30 (line 325):
   $1 = nterm val ()
   $2 = nterm op ()
   $3 = nterm expr ()
-> $$ = nterm expr ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54 13 29 54 29 54 29 54
Entering state 80
Reducing stack by rule 30 (line 325):
   $1 = nterm val ()
   $2 = nterm op ()
   $3 = nterm expr ()
-> $$ = nterm expr ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54 13 29 54 29 54
Entering state 80
Reducing stack by rule 30 (line 325):
   $1 = nterm val ()
   $2 = nterm op ()
   $3 = nterm expr ()
-> $$ = nterm expr ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54 13 29 54
Entering state 80
Reducing stack by rule 30 (line 325):
   $1 = nterm val ()
   $2 = nterm op ()
   $3 = nterm expr ()
-> $$ = nterm expr ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54 13
Entering state 36
Next token is token KET_T ()
Shifting token KET_T ()
Entering state 59
Reducing stack by rule 32 (line 335):
   $1 = token BRA_T ()
   $2 = nterm expr ()
   $3 = token KET_T ()
-> $$ = nterm val ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54
Entering state 29
Reading a token: Next token is token DO_T ()
Reducing stack by rule 29 (line 321):
   $1 = nterm val ()
-> $$ = nterm expr ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54 29 54
Entering state 80
Reducing stack by rule 30 (line 325):
   $1 = nterm val ()
   $2 = nterm op ()
   $3 = nterm expr ()
-> $$ = nterm expr ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108 29 54
Entering state 80
Reducing stack by rule 30 (line 325):
   $1 = nterm val ()
   $2 = nterm op ()
   $3 = nterm expr ()
-> $$ = nterm expr ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 44 73 92 102 106 108
Entering state 109
Reducing stack by rule 19 (line 271):
   $1 = token ID_T ()
   $2 = token IS_T ()
   $3 = nterm expr ()
   $4 = token BY_T ()
   $5 = nterm expr ()
   $6 = token TO_T ()
   $7 = nterm expr ()
-> $$ = nterm for_block ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21
Entering state 45
Next token is token DO_T ()
Shifting token DO_T ()
Entering state 74
Reading a token: Next token is token WRITE_T ()
Shifting token WRITE_T ()
Entering state 22
Reading a token: Next token is token BRA_T ()
Shifting token BRA_T ()
Entering state 46
Reading a token: Next token is token ID_T ()
Shifting token ID_T ()
Entering state 12
Reducing stack by rule 31 (line 331):
   $1 = token ID_T ()
-> $$ = nterm val ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 45 74 22 46
Entering state 76
Reading a token: Next token is token KET_T ()
Reducing stack by rule 22 (line 288):
   $1 = nterm val ()
-> $$ = nterm output_block ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 45 74 22 46
Entering state 75
Next token is token KET_T ()
Shifting token KET_T ()
Entering state 94
Reducing stack by rule 21 (line 282):
   $1 = token WRITE_T ()
   $2 = token BRA_T ()
   $3 = nterm output_block ()
   $4 = token KET_T ()
-> $$ = nterm write_block ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 45 74
Entering state 27
Reducing stack by rule 12 (line 241):
   $1 = nterm write_block ()
-> $$ = nterm statement ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 45 74
Entering state 26
Reading a token: Next token is token SEMI_COLON_T ()
Shifting token SEMI_COLON_T ()
Entering state 48
Reading a token: Next token is token NEWLINE_T ()
Shifting token NEWLINE_T ()
Entering state 24
Reducing stack by rule 20 (line 278):
   $1 = token NEWLINE_T ()
-> $$ = nterm write_block ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 45 74 26 48
Entering state 27
Reducing stack by rule 12 (line 241):
   $1 = nterm write_block ()
-> $$ = nterm statement ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 45 74 26 48
Entering state 26
Reading a token: Next token is token END_FOR_T ()
Reducing stack by rule 10 (line 231):
   $1 = nterm statement ()
-> $$ = nterm statement_block ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 45 74 26 48
Entering state 78
Reducing stack by rule 9 (line 227):
   $1 = nterm statement ()
   $2 = token SEMI_COLON_T ()
   $3 = nterm statement_block ()
-> $$ = nterm statement_block ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48 21 45 74
Entering state 93
Next token is token END_FOR_T ()
Shifting token END_FOR_T ()
Entering state 103
Reducing stack by rule 18 (lin
/* Spl program name -> ProgV */
#include <stdio.h>
int main(void) 
{

/* declarations */
int  i, integer;
scanf("%d",  &integer);
if(integer <= 5 || integer >= 12)
{
  printf("%d", integer);

}
printf("%d", (36 - 1));
printf("\n");
register int by1;
for(integer = -1; by1 = -1,((integer-(-5)) * (( by1 > 0 ) - ( by1 < 0 ))) <=0; integer += by1)
{
printf("%d", integer);
printf("\n");
}

i = -1;
register int by2;
for(integer = i * i * i; by2 = i * i * i * i * i,((integer-(i * i * (i + i + i + i + i))) * (( by2 > 0 ) - ( by2 < 0 ))) <=0; integer += by2)
{
printf("%d", integer);
printf("\n");
}

return 0;
}
 /* End program -> ProgV */
e 265):
   $1 = token FOR_T ()
   $2 = nterm for_block ()
   $3 = token DO_T ()
   $4 = nterm statement_block ()
   $5 = token END_FOR_T ()
-> $$ = nterm statement ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48
Entering state 26
Reading a token: Next token is token ENDP_T ()
Reducing stack by rule 10 (line 231):
   $1 = nterm statement ()
-> $$ = nterm statement_block ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48 26 48
Entering state 78
Reducing stack by rule 9 (line 227):
   $1 = nterm statement ()
   $2 = token SEMI_COLON_T ()
   $3 = nterm statement_block ()
-> $$ = nterm statement_block ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48 26 48
Entering state 78
Reducing stack by rule 9 (line 227):
   $1 = nterm statement ()
   $2 = token SEMI_COLON_T ()
   $3 = nterm statement_block ()
-> $$ = nterm statement_block ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48 26 48
Entering state 78
Reducing stack by rule 9 (line 227):
   $1 = nterm statement ()
   $2 = token SEMI_COLON_T ()
   $3 = nterm statement_block ()
-> $$ = nterm statement_block ()
Stack now 0 1 3 5 9 32 26 48 26 48 26 48
Entering state 78
Reducing stack by rule 9 (line 227):
   $1 = nterm statement ()
   $2 = token SEMI_COLON_T ()
   $3 = nterm statement_block ()
-> $$ = nterm statement_block ()
Stack now 0 1 3 5 9 32 26 48 26 48
Entering state 78
Reducing stack by rule 9 (line 227):
   $1 = nterm statement ()
   $2 = token SEMI_COLON_T ()
   $3 = nterm statement_block ()
-> $$ = nterm statement_block ()
Stack now 0 1 3 5 9 32 26 48
Entering state 78
Reducing stack by rule 9 (line 227):
   $1 = nterm statement ()
   $2 = token SEMI_COLON_T ()
   $3 = nterm statement_block ()
-> $$ = nterm statement_block ()
Stack now 0 1 3 5 9 32
Entering state 56
Reducing stack by rule 2 (line 190):
   $1 = token DECLARATIONS_T ()
   $2 = nterm declarations ()
   $3 = token CODE_T ()
   $4 = nterm statement_block ()
-> $$ = nterm block ()
Stack now 0 1 3
Entering state 7
Next token is token ENDP_T ()
Shifting token ENDP_T ()
Entering state 31
Reading a token: Next token is token ID_T ()
Shifting token ID_T ()
Entering state 55
Reading a token: Next token is token FULL_STOP_T ()
Shifting token FULL_STOP_T ()
Entering state 81
Reducing stack by rule 1 (line 174):
   $1 = token ID_T ()
   $2 = token COLON_T ()
   $3 = nterm block ()
   $4 = token ENDP_T ()
   $5 = token ID_T ()
   $6 = token FULL_STOP_T ()
-> $$ = nterm program ()
Stack now 0
Entering state 2
Reading a token: Now at end of input.
Shifting token $end ()
Entering state 4
Stack now 0 2 4
Cleanup: popping token $end ()
Cleanup: popping nterm program ()
--26/11/2017----------------------------------------------------- 
Parse Tree output for a.spl 
--19:20:59.56----------------------------------------------------- 
PROGRAM -> ProgA
 Node identifier -> BLOCK
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> VAL
 Constant [char] -> 'h'
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> VAL
 Constant [char] -> 'e'
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> VAL
 Constant [char] -> 'l'
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> VAL
 Constant [char] -> 'l'
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> VAL
 Constant [char] -> 'o'
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK

/* Spl program name -> ProgA */
#include <stdio.h>
int main(void) 
{

printf("%c", 'h');
printf("%c", 'e');
printf("%c", 'l');
printf("%c", 'l');
printf("%c", 'o');
printf("\n");

return 0;
}
 /* End program -> ProgA */
--26/11/2017----------------------------------------------------- 
Parse Tree output for b.spl 
--19:21:04.00----------------------------------------------------- 
PROGRAM -> ProgB
 Node identifier -> BLOCK
 Node identifier -> OP
 Node identifier -> IDENTIFIER_BLOCK
Identifier -> b
 Node identifier -> IDENTIFIER_BLOCK
Identifier -> a
Type -> int
  Node identifier -> OP
 Node identifier -> IDENTIFIER_BLOCK
Identifier -> c
Type -> char
  Node identifier -> OP
 Node identifier -> IDENTIFIER_BLOCK
Identifier -> e
 Node identifier -> IDENTIFIER_BLOCK
Identifier -> d
Type -> float
  Node identifier -> READ_STATEMENT
Identifier -> a
 Node identifier -> READ_STATEMENT
Identifier -> b
 Node identifier -> IF_STATEMENT_ELSE
 Node identifier -> CONDITIONAL
 Node identifier -> CONDITION
 Node identifier -> EXPR
 Node identifier -> CONDITION
 Node identifier -> DECLARATION
 Node identifier -> EXPR
 Node identifier -> IF_STATEMENT_ELSE_INNER
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> VAL
 Constant [char] -> 'A'
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> VAL
 Constant [char] -> 'B'
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> READ_STATEMENT
Identifier -> d
 Node identifier -> ASSIGNMENT_STATEMENT
Identifier -> e
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [float] -> 2.3
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> READ_STATEMENT
Identifier -> c
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK

/* Spl program name -> ProgB */
#include <stdio.h>
int main(void) 
{

/* declarations */
int  b, a;
char  c;
float  e, d;
scanf("%d",  &a);
scanf("%d",  &b);
if(a > b)
{
printf("%c", 'A');
}
else 
{
  printf("%c", 'B');
}
printf("\n");
scanf("%f",  &d);

e = d * 2.3;
printf("%f", e);
printf("\n");
scanf("%c",  &c);
printf("%c", c);
printf("\n");

return 0;
}
 /* End program -> ProgB */
--26/11/2017----------------------------------------------------- 
Parse Tree output for c.spl 
--19:21:05.10----------------------------------------------------- 
PROGRAM -> Prog3
 Node identifier -> BLOCK
 Node identifier -> OP
 Node identifier -> IDENTIFIER_BLOCK
Identifier -> a
Type -> int
  Node identifier -> FOR_STATEMENT
 Node identifier -> FOR_BODY
Identifier -> a
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 1
 Node identifier -> FOR_BODY
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 1
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 13
 Node identifier -> IF_STATEMENT
 Node identifier -> CONDITIONAL
 Node identifier -> CONDITION
Identifier -> 13
 Node identifier -> CONDITION
 Node identifier -> EXPR
 Node identifier -> CONDITION
 Node identifier -> DECLARATION
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 7
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> ASSIGNMENT_STATEMENT
Identifier -> a
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 0
 Node identifier -> DO_STATEMENT
 Node identifier -> ASSIGNMENT_STATEMENT
Identifier -> a
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 1
 Node identifier -> IF_STATEMENT
 Node identifier -> CONDITIONAL
 Node identifier -> CONDITION
Identifier -> a
 Node identifier -> CONDITION
 Node identifier -> EXPR
 Node identifier -> CONDITION
 Node identifier -> DECLARATION
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 6
 Node identifier -> CONDITIONAL
 Node identifier -> CONDITION
 Node identifier -> EXPR
 Node identifier -> CONDITION
 Node identifier -> DECLARATION
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 8
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> CONDITIONAL
 Node identifier -> CONDITION
 Node identifier -> EXPR
 Node identifier -> CONDITION
 Node identifier -> DECLARATION
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 14
 Node identifier -> ASSIGNMENT_STATEMENT
Identifier -> a
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 0
 Node identifier -> WHILE_STATEMENT
 Node identifier -> CONDITIONAL
 Node identifier -> CONDITION
 Node identifier -> EXPR
 Node identifier -> CONDITION
 Node identifier -> DECLARATION
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 12
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> ASSIGNMENT_STATEMENT
Identifier -> a
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 1
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK

/* Spl program name -> Prog3 */
#include <stdio.h>
int main(void) 
{

/* declarations */
int  a;
register int by1;
for(a = 1; by1 = 1,((a-(13)) * (( by1 > 0 ) - ( by1 < 0 ))) <=0; a += by1)
{
if(!(a == 7))
{
  printf("%d", a);
printf("\n");

}
}

a = 0;
do
{

a = a + 1;
if(!(a == 6) && a != 8)
{
  printf("%d", a);
printf("\n");

}
} while (a < 14);

a = 0;
while(a < 12)
{
printf("%d", a);

a = a + 1;
}
printf("\n");

return 0;
}
 /* End program -> Prog3 */
--26/11/2017----------------------------------------------------- 
Parse Tree output for d.spl 
--19:21:05.93----------------------------------------------------- 
PROGRAM -> Prog4D
 Node identifier -> BLOCK
 Node identifier -> OP
 Node identifier -> IDENTIFIER_BLOCK
Identifier -> r3
 Node identifier -> IDENTIFIER_BLOCK
Identifier -> r2
 Node identifier -> IDENTIFIER_BLOCK
Identifier -> r1
Type -> float
  Node identifier -> ASSIGNMENT_STATEMENT
Identifier -> r1
 Node identifier -> EXPR
 Node identifier -> VAL_NEGATIVE
 Constant [float] -> 2.4
 Node identifier -> ASSIGNMENT_STATEMENT
Identifier -> r2
 Node identifier -> EXPR
 Node identifier -> VAL_NEGATIVE
 Constant [float] -> 34.989
 Node identifier -> ASSIGNMENT_STATEMENT
Identifier -> r3
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [float] -> 7.4
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> READ_STATEMENT
Identifier -> r1
 Node identifier -> ASSIGNMENT_STATEMENT
Identifier -> r3
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK

/* Spl program name -> Prog4D */
#include <stdio.h>
int main(void) 
{

/* declarations */
float  r3, r2, r1;

r1 = -2.4;

r2 = -34.989;

r3 = r1 * r2 / 7.4;
printf("%f", r3);
printf("\n");
scanf("%f",  &r1);

r3 = r1 + r3;
printf("%f", r3);
printf("\n");

return 0;
}
 /* End program -> Prog4D */
--26/11/2017----------------------------------------------------- 
Parse Tree output for e.spl 
--19:21:14.32----------------------------------------------------- 
PROGRAM -> ProgV
 Node identifier -> BLOCK
 Node identifier -> OP
 Node identifier -> IDENTIFIER_BLOCK
Identifier -> i
 Node identifier -> IDENTIFIER_BLOCK
Identifier -> integer
Type -> int
  Node identifier -> READ_STATEMENT
Identifier -> integer
 Node identifier -> IF_STATEMENT
 Node identifier -> CONDITIONAL
 Node identifier -> CONDITION
 Node identifier -> EXPR
 Node identifier -> CONDITION
 Node identifier -> DECLARATION
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 5
 Node identifier -> CONDITIONAL
 Node identifier -> CONDITION
 Node identifier -> EXPR
 Node identifier -> CONDITION
 Node identifier -> DECLARATION
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 12
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> WRITE_STATEMENT
